Amino Acid,MW,pI,hI,conc ,C1%,C2%,C3%,P,T,LogP,NumHDonors,NumHAcceptors,LogP,NumHDonors,NumHAcceptors
L-threonine,119.12,5.6,-0.7,1.0,100.0,0.0,0.0,8.2,284.0,-1.2208999999999997,3.0,3.0,-1.2208999999999997,3.0,3.0
L-threonine,119.12,5.6,-0.7,1.0,100.0,0.0,0.0,10.1,286.0,-1.2208999999999997,3.0,3.0,-1.2208999999999997,3.0,3.0
L-asparagine,132.12,5.43,-3.5,1.0,100.0,0.0,0.0,4.3,277.9,-1.7263000000000002,3.0,3.0,-1.7263000000000002,3.0,3.0
L-asparagine,132.12,5.43,-3.5,1.0,100.0,0.0,0.0,6.1,281.5,-1.7263000000000002,3.0,3.0,-1.7263000000000002,3.0,3.0
L-asparagine,132.12,5.43,-3.5,1.0,100.0,0.0,0.0,7.6,283.3,-1.7263000000000002,3.0,3.0,-1.7263000000000002,3.0,3.0
L-asparagine,132.12,5.43,-3.5,1.0,100.0,0.0,0.0,10.3,286.1,-1.7263000000000002,3.0,3.0,-1.7263000000000002,3.0,3.0
L-phenylalanine,165.19,5.76,2.8,1.0,100.0,0.0,0.0,3.6,276.2,0.641,2.0,2.0,0.641,2.0,2.0
L-phenylalanine,165.19,5.76,2.8,1.0,100.0,0.0,0.0,5.1,279.8,0.641,2.0,2.0,0.641,2.0,2.0
L-phenylalanine,165.19,5.76,2.8,1.0,100.0,0.0,0.0,6.6,282.2,0.641,2.0,2.0,0.641,2.0,2.0
L-phenylalanine,165.19,5.76,2.8,1.0,100.0,0.0,0.0,8.2,284.0,0.641,2.0,2.0,0.641,2.0,2.0
L-valine,117.15,6.02,4.2,5.0,100.0,0.0,0.0,3.5,275.7,0.05430000000000007,2.0,2.0,0.05430000000000007,2.0,2.0
L-valine,117.15,6.02,4.2,5.0,100.0,0.0,0.0,5.2,279.4,0.05430000000000007,2.0,2.0,0.05430000000000007,2.0,2.0
L-valine,117.15,6.02,4.2,5.0,100.0,0.0,0.0,6.6,281.7,0.05430000000000007,2.0,2.0,0.05430000000000007,2.0,2.0
L-valine,117.15,6.02,4.2,5.0,100.0,0.0,0.0,8.0,283.5,0.05430000000000007,2.0,2.0,0.05430000000000007,2.0,2.0
L-threonine,119.12,5.6,-0.7,5.0,100.0,0.0,0.0,4.0,277.0,-1.2208999999999997,3.0,3.0,-1.2208999999999997,3.0,3.0
L-threonine,119.12,5.6,-0.7,5.0,100.0,0.0,0.0,6.3,281.5,-1.2208999999999997,3.0,3.0,-1.2208999999999997,3.0,3.0
L-threonine,119.12,5.6,-0.7,5.0,100.0,0.0,0.0,8.3,283.9,-1.2208999999999997,3.0,3.0,-1.2208999999999997,3.0,3.0
L-threonine,119.12,5.6,-0.7,5.0,100.0,0.0,0.0,10.2,285.7,-1.2208999999999997,3.0,3.0,-1.2208999999999997,3.0,3.0
L-asparagine,132.12,5.43,-3.5,5.0,100.0,0.0,0.0,3.5,275.8,-1.7263000000000002,3.0,3.0,-1.7263000000000002,3.0,3.0
L-asparagine,132.12,5.43,-3.5,5.0,100.0,0.0,0.0,5.1,279.3,-1.7263000000000002,3.0,3.0,-1.7263000000000002,3.0,3.0
L-asparagine,132.12,5.43,-3.5,5.0,100.0,0.0,0.0,6.6,281.9,-1.7263000000000002,3.0,3.0,-1.7263000000000002,3.0,3.0
L-asparagine,132.12,5.43,-3.5,5.0,100.0,0.0,0.0,8.1,283.7,-1.7263000000000002,3.0,3.0,-1.7263000000000002,3.0,3.0
L-phenylalanine,165.19,5.76,2.8,5.0,100.0,0.0,0.0,3.6,275.9,0.641,2.0,2.0,0.641,2.0,2.0
L-phenylalanine,165.19,5.76,2.8,5.0,100.0,0.0,0.0,5.1,279.4,0.641,2.0,2.0,0.641,2.0,2.0
L-phenylalanine,165.19,5.76,2.8,5.0,100.0,0.0,0.0,6.5,281.9,0.641,2.0,2.0,0.641,2.0,2.0
L-phenylalanine,165.19,5.76,2.8,5.0,100.0,0.0,0.0,8.0,283.9,0.641,2.0,2.0,0.641,2.0,2.0
Arginine,174.2,10.76,-4.5,5.0,100.0,0.0,0.0,4.55,278.8,-1.338429999999999,5.0,3.0,-1.338429999999999,5.0,3.0
Arginine,174.2,10.76,-4.5,5.0,100.0,0.0,0.0,6.15,281.3,-1.338429999999999,5.0,3.0,-1.338429999999999,5.0,3.0
Arginine,174.2,10.76,-4.5,5.0,100.0,0.0,0.0,7.5,283.3,-1.338429999999999,5.0,3.0,-1.338429999999999,5.0,3.0
Arginine,174.2,10.76,-4.5,5.0,100.0,0.0,0.0,9.84,285.9,-1.338429999999999,5.0,3.0,-1.338429999999999,5.0,3.0
Valine,117.15,6.02,4.2,5.0,100.0,0.0,0.0,4.6,278.6,0.05430000000000007,2.0,2.0,0.05430000000000007,2.0,2.0
Valine,117.15,6.02,4.2,5.0,100.0,0.0,0.0,6.2,281.4,0.05430000000000007,2.0,2.0,0.05430000000000007,2.0,2.0
Valine,117.15,6.02,4.2,5.0,100.0,0.0,0.0,7.58,283.0,0.05430000000000007,2.0,2.0,0.05430000000000007,2.0,2.0
Valine,117.15,6.02,4.2,5.0,100.0,0.0,0.0,9.65,285.8,0.05430000000000007,2.0,2.0,0.05430000000000007,2.0,2.0
